,Sección,PAN,PRI,PRD,V,PT,MC,M,PA+PRI+PRD,PAN+PRI,PAN+PRD,PRI+PRD,V+PT+M,V+PT,V+M,PT+M,Candidaturas no registradas,Votos nulos,Total
151,Sección 1349,275,30,3,30,17,99,404,19,3,1,0,26,1,7,3,5,13,936
152,Sección 1351,541,41,7,43,27,132,538,8,14,0,0,54,3,5,6,1,17,1437
153,Sección 1352,100,15,1,18,17,30,276,0,0,0,0,22,1,2,2,1,16,501
154,Sección 1353,145,12,3,26,27,55,351,6,3,0,0,32,2,5,5,4,12,688
155,Sección 1354,130,20,3,34,17,89,438,7,1,0,0,41,2,6,7,3,13,811
156,Sección 1355,102,21,1,33,17,49,339,5,4,0,0,26,1,3,4,2,6,613
157,Sección 1356,110,13,2,29,27,64,458,7,0,1,0,31,1,9,11,0,14,777
158,Sección 1358,264,31,1,27,64,83,651,14,7,0,0,18,0,7,3,1,15,1186
159,Sección 1360,708,51,11,42,41,238,1040,26,3,3,2,51,3,14,10,0,23,2266
160,Sección 1361,166,14,6,27,18,59,320,12,3,0,1,20,2,5,2,0,13,668
161,Sección 1362,528,54,5,45,28,164,815,10,7,0,0,31,0,0,0,1,11,1699
162,Sección 1363,139,30,1,30,15,63,344,2,2,0,0,31,2,7,0,0,10,676
163,Sección 1364,152,27,1,19,11,69,343,10,3,0,1,25,1,3,4,0,6,675
164,Sección 1365,60,3,0,12,10,21,173,3,1,0,0,13,0,2,1,6,10,315
165,Sección 1366,174,13,2,20,18,72,267,14,2,1,1,26,2,3,6,0,10,631
166,Sección 1367,167,23,2,25,14,84,409,10,4,0,0,35,4,5,3,0,7,792
167,Sección 1368,191,21,6,13,18,78,413,15,3,0,0,28,2,9,7,2,6,812
168,Sección 1369,125,13,1,16,24,76,293,4,8,0,8,28,3,0,3,1,11,614
169,Sección 1370,146,12,6,31,16,44,140,5,0,0,0,13,13,1,2,0,3,432
170,Sección 1371,146,15,1,21,16,87,386,9,5,0,0,41,1,13,6,0,14,761
