,Sección,PAN,PRI,PRD,V,PT,MC,M,PA+PRI+PRD,PAN+PRI,PAN+PRD,PRI+PRD,V+PT+M,V+PT,V+M,PT+M,Candidaturas no registradas,Votos nulos,Total
74,Sección 644,0,4,58,8,6,5,64,0,0,1,0,7,1,0,1,0,12,167
75,Sección 645,1,3,111,7,5,3,22,0,1,1,2,1,0,0,0,0,10,167
76,Sección 646,3,7,29,9,8,11,34,1,0,0,1,3,0,2,1,0,14,123
77,Sección 647,64,178,53,85,643,207,604,8,4,3,0,56,28,5,32,0,76,2046
78,Sección 648,15,56,5,41,195,91,166,1,1,1,4,11,5,4,12,1,34,643
79,Sección 649,19,31,10,27,107,62,94,6,2,1,0,18,1,1,6,0,38,423
80,Sección 650,23,123,34,79,730,123,314,5,0,0,3,43,32,9,29,3,64,1614
81,Sección 802,109,122,37,42,209,134,208,20,2,1,8,25,9,1,15,0,33,975
82,Sección 803,78,53,44,52,233,289,248,6,0,2,6,11,10,3,9,4,79,1127
83,Sección 804,69,35,63,39,328,78,184,1,0,1,3,14,9,3,18,0,83,928
84,Sección 805,85,65,24,35,180,111,193,10,5,2,3,13,9,1,14,1,33,784
85,Sección 871,93,350,48,80,358,245,193,68,23,1,1,129,7,0,6,6,94,1702
86,Sección 872,49,203,20,66,230,136,158,38,32,2,5,62,33,3,12,2,72,1123
87,Sección 873,78,313,28,99,449,225,243,27,29,0,1,96,44,3,23,8,73,1739
88,Sección 874,36,111,16,27,159,43,56,17,9,2,0,25,13,0,3,0,35,552
89,Sección 875,42,103,25,90,268,65,207,17,19,0,2,47,32,4,22,0,82,1025
90,Sección 876,8,30,3,50,105,7,43,1,1,1,0,18,12,0,3,0,19,301
91,Sección 877,2,53,2,30,90,32,50,5,6,0,1,16,8,3,3,0,16,317
92,Sección 878,15,127,7,30,110,10,52,10,9,0,0,19,18,0,2,0,24,433
93,Sección 879,9,43,1,9,50,12,12,1,4,0,3,9,7,0,0,0,3,163
94,Sección 880,27,184,9,52,155,53,43,9,16,2,0,26,19,2,5,2,33,637
95,Sección 881,17,197,9,49,217,29,113,15,15,1,0,37,24,2,9,0,35,769
96,Sección 882,7,68,9,25,92,11,12,6,6,0,1,10,12,2,1,0,11,273
97,Sección 883,8,15,2,9,43,10,21,0,0,0,0,7,2,1,0,0,8,126
98,Sección 884,3,17,3,12,20,10,11,1,6,0,0,3,4,0,0,0,11,101
99,Sección 1336,7,151,5,121,21,29,128,3,0,0,1,6,2,1,3,1,13,492
100,Sección 1337,15,197,15,215,40,39,215,1,1,0,2,8,2,2,6,0,31,789
101,Sección 1338,12,347,4,310,46,32,193,2,0,0,0,4,1,1,2,1,32,987
102,Sección 1339,1,108,6,65,12,3,36,1,0,0,0,0,0,0,0,0,13,245
103,Sección 1340,3,19,0,32,3,8,18,0,0,0,0,0,1,0,0,0,2,86
104,Sección 1341,2,33,1,71,5,5,55,1,0,0,0,2,1,1,0,0,5,182
105,Sección 1342,7,189,12,184,32,19,185,0,1,0,0,4,6,5,6,0,21,671
106,Sección 1343,0,60,1,106,15,5,97,0,0,0,0,0,0,0,0,0,4,288
107,Sección 1344,6,84,7,167,14,8,92,0,0,0,0,0,0,6,0,0,19,403
108,Sección 1345,0,48,0,17,5,3,14,0,1,0,0,1,0,0,1,0,6,96
109,Sección 1346,0,80,0,49,16,6,38,0,0,0,0,1,1,1,4,0,3,199
110,Sección 1347,2,39,0,27,6,1,29,0,0,0,0,1,0,0,1,0,4,110
111,Sección 1348,5,135,1,87,8,12,80,0,1,0,0,4,1,3,0,0,10,347
112,Sección 1456,211,140,58,109,116,275,816,37,5,1,0,123,4,10,25,5,50,1985
113,Sección 1457,99,86,18,83,51,143,324,32,3,2,0,39,4,4,2,1,24,915
114,Sección 1458,114,106,51,151,106,318,526,27,4,0,3,104,6,20,23,2,53,1614
115,Sección 1459,185,180,64,148,107,294,656,49,6,1,5,102,14,9,14,6,83,1923
116,Sección 1460,138,117,51,103,84,226,395,25,5,2,2,57,6,8,11,3,60,1293
117,Sección 1461,39,58,6,33,27,74,175,10,1,0,0,29,0,3,7,2,18,482
118,Sección 1462,77,49,33,102,52,172,302,16,2,0,1,46,8,8,10,4,36,918
119,Sección 1463,52,26,25,58,38,118,215,2,1,0,2,39,6,10,4,0,24,620
120,Sección 1464,72,53,12,48,35,71,220,13,3,2,3,31,3,5,3,0,24,598
121,Sección 1465,86,68,19,38,53,116,190,14,6,2,0,28,6,2,8,0,27,663
122,Sección 1466,77,79,16,28,29,78,181,13,1,0,1,23,4,2,6,0,6,544
123,Sección 1467,100,90,37,84,64,192,367,19,1,0,1,48,8,5,6,2,32,1056
124,Sección 1468,105,46,11,7,8,33,61,7,3,1,0,14,0,1,1,0,9,307
125,Sección 1469,144,107,12,35,19,58,145,25,0,0,0,30,1,0,0,0,20,596
126,Sección 1470,440,333,105,285,203,605,1442,107,11,6,3,240,22,35,38,14,114,4003
127,Sección 1471,115,99,19,79,38,138,310,28,7,2,1,42,8,5,6,1,33,931
128,Sección 1472,88,80,9,54,51,150,244,20,4,1,0,32,7,2,6,1,20,769
129,Sección 1473,87,119,24,104,77,177,384,24,2,1,0,86,11,12,9,1,56,1174
130,Sección 1474,98,113,61,205,130,311,673,17,3,4,3,75,16,10,12,13,66,1810
131,Sección 1475,92,82,28,106,78,172,419,26,2,0,0,73,2,2,8,3,31,1124
132,Sección 1477,133,108,34,136,96,253,573,33,3,3,0,99,8,13,15,3,58,1568
133,Sección 1478,54,81,68,126,77,213,394,24,1,1,1,59,7,17,14,13,68,1218
134,Sección 1479,69,80,86,91,80,152,476,9,2,1,1,56,14,4,10,0,70,1201
135,Sección 1480,33,60,40,124,85,131,531,6,3,2,1,57,11,8,10,0,61,1163
136,Sección 1481,39,49,23,82,60,112,260,6,3,2,1,30,4,5,9,0,32,717
137,Sección 1482,39,37,32,94,65,102,256,9,3,3,0,33,7,7,12,1,22,722
138,Sección 1483,19,32,21,94,123,43,657,3,0,1,0,74,20,14,16,2,75,1194
139,Sección 1484,10,35,16,35,42,87,150,1,1,0,0,29,1,5,6,10,38,466
140,Sección 1485,49,62,11,69,41,116,269,16,2,0,0,34,7,4,3,1,26,710
141,Sección 1486,47,32,9,61,66,87,319,9,2,0,3,35,7,6,5,0,24,712
142,Sección 1487,56,61,35,83,75,146,256,7,2,0,0,44,9,4,5,0,41,824
143,Sección 1488,20,34,19,74,55,59,80,3,1,0,1,8,4,5,3,0,43,409
144,Sección 1489,27,59,19,77,37,43,194,11,3,0,1,19,9,7,9,2,31,548
145,Sección 1490,34,44,18,64,28,65,191,6,4,3,1,17,6,11,5,0,20,517
146,Sección 1491,24,40,16,68,52,59,161,8,1,0,0,25,8,4,5,0,26,497
147,Sección 1492,22,15,20,69,73,77,299,9,0,0,2,35,4,8,7,5,47,692
148,Sección 1493,59,106,80,112,60,107,176,27,7,0,4,34,9,5,7,29,36,858
